,Rk,Player,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,Matches
576,555,Dayot Upamecano,DF,fr France,25-245,1998,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.67,2.0,1.0,1.0,0.33,,5.7,2.4,3.3,1.1,,Matches
577,556,Kacper Urbanski,"FW,MF",pl Poland,19-295,2004,3,148.0,49.0,54.8,1.6,2,72.0,1,1,4.0,0,0.33,2.0,2.0,0.0,0.0,2.21,1.6,3.5,-1.9,-1.13,-1.19,Matches
578,557,Virgil van Dijk,DF,nl Netherlands,32-356,1991,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,4.0,4.0,0.0,0.0,,3.7,3.6,0.0,0.0,,Matches
579,558,Vladyslav Vanat,FW,ua Ukraine,22-176,2002,1,21.0,21.0,7.8,0.2,0,,0,1,21.0,2,1.0,0.0,0.0,0.0,0.0,0.72,0.5,0.3,0.2,0.86,0.86,Matches
580,559,Barnabás Varga,FW,hu Hungary,30-155,1994,3,249.0,83.0,92.2,2.8,3,83.0,1,0,,0,1.0,1.0,5.0,-4.0,-1.45,-5.73,2.6,3.6,-1.0,-0.38,-3.94,Matches
581,560,Ruben Vargas,"MF,FW",ch Switzerland,25-328,1998,3,173.0,58.0,64.1,1.9,2,74.0,0,1,26.0,0,1.67,3.0,3.0,0.0,0.0,-1.86,2.6,2.5,0.1,0.03,-0.37,Matches
582,561,Denis Vavro,DF,sk Slovakia,28-079,1996,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,3.0,3.0,0.0,0.0,,2.3,4.3,-2.0,-0.67,,Matches
583,562,Joey Veerman,MF,nl Netherlands,25-222,1998,3,113.0,38.0,41.9,1.3,2,48.0,0,1,18.0,0,1.33,1.0,2.0,-1.0,-0.8,-1.37,2.0,0.4,1.6,1.28,2.19,Matches
584,563,Igor Vekič,GK,si Slovenia,26-053,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
585,564,Miloš Veljković,DF,rs Serbia,28-276,1995,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,1.0,2.0,-1.0,-0.33,,2.1,2.6,-0.5,-0.15,,Matches
586,565,Micky van de Ven,DF,nl Netherlands,23-070,2001,2,30.0,15.0,11.1,0.3,0,,0,2,15.0,1,1.5,1.0,1.0,0.0,0.0,0.0,0.2,0.5,-0.3,-0.91,-1.02,Matches
587,566,Benjamin Verbič,MF,si Slovenia,30-214,1993,2,39.0,20.0,14.4,0.4,0,,0,2,20.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.6,0.3,0.71,1.41,Matches
588,567,Bart Verbruggen,GK,nl Netherlands,21-315,2002,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,4.0,4.0,0.0,0.0,,3.7,3.6,0.0,0.0,,Matches
589,568,Arthur Vermeeren,MF,be Belgium,19-142,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
590,569,Jan Vertonghen,DF,be Belgium,37-065,1987,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,2.0,2.0,0.0,2.0,1.0,2.0,2.6,1.7,0.9,0.43,-0.64,Matches
591,570,Jannik Vestergaard,DF,dk Denmark,31-330,1992,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,2.0,2.0,0.0,0.0,,3.2,2.2,0.9,0.31,,Matches
592,571,Guglielmo Vicario,GK,it Italy,27-265,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
593,572,Domagoj Vida,"DF,MF",hr Croatia,35-060,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
594,573,Žan Vipotnik,FW,si Slovenia,22-102,2002,1,15.0,15.0,5.6,0.2,0,,0,1,15.0,2,1.0,0.0,1.0,-1.0,-6.0,-6.35,0.0,0.3,-0.3,-1.8,-1.38,Matches
595,574,Martin Vitík,DF,cz Czechia,21-159,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
596,575,Vitinha,MF,pt Portugal,24-136,2000,2,176.0,88.0,65.2,2.0,2,88.0,0,0,,1,3.0,4.0,1.0,3.0,1.53,2.49,2.8,1.1,1.7,0.84,-0.39,Matches
598,576,Daniel Vivian,DF,es Spain,24-349,1999,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,3.0,1.0,0.0,1.0,1.0,-1.0,1.5,0.5,1.0,1.02,0.15,Matches
599,577,Dušan Vlahović,"MF,FW",rs Serbia,24-152,2000,3,177.0,59.0,65.6,2.0,2,77.0,1,1,24.0,0,0.67,0.0,1.0,-1.0,-0.51,-0.51,1.3,1.4,0.0,-0.02,0.38,Matches
600,578,Nikola Vlašić,"FW,MF",hr Croatia,26-268,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
601,579,Tomáš Vlček,DF,cz Czechia,23-121,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
602,580,Aster Vranckx,MF,be Belgium,21-268,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
603,581,Stefan de Vrij,DF,nl Netherlands,32-144,1992,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,4.0,4.0,0.0,0.0,,3.7,3.6,0.0,0.0,,Matches
604,582,Kyle Walker,DF,eng England,34-031,1990,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.67,2.0,1.0,1.0,0.33,,2.2,1.1,1.0,0.34,,Matches
605,583,Sebastian Walukiewicz,DF,pl Poland,24-084,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
606,584,Ollie Watkins,FW,eng England,28-181,1995,1,22.0,22.0,8.1,0.2,0,,0,1,22.0,2,1.0,0.0,0.0,0.0,0.0,-0.36,0.2,0.5,-0.3,-1.33,-1.81,Matches
607,585,Wout Weghorst,FW,nl Netherlands,31-326,1992,3,41.0,14.0,15.2,0.5,0,,0,3,14.0,0,1.33,2.0,1.0,1.0,2.2,2.59,0.4,0.5,-0.2,-0.41,-0.48,Matches
608,586,Andreas Weimann,FW,at Austria,32-328,1991,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,3.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,-1.72,-1.21,Matches
609,587,Adam Wharton,MF,eng England,20-026,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
610,588,Silvan Widmer,DF,ch Switzerland,31-115,1993,3,242.0,81.0,89.6,2.7,3,81.0,1,0,,0,1.67,4.0,3.0,1.0,0.37,-2.84,3.0,3.5,-0.5,-0.18,-3.29,Matches
611,589,Georginio Wijnaldum,MF,nl Netherlands,33-230,1990,3,73.0,24.0,27.0,0.8,0,,0,3,24.0,0,1.33,2.0,1.0,1.0,1.23,1.69,0.5,1.2,-0.7,-0.85,-1.17,Matches
612,590,Nico Williams,FW,es Spain,21-352,2002,2,144.0,72.0,53.3,1.6,2,72.0,0,0,,1,3.0,4.0,0.0,4.0,2.5,1.79,3.5,1.3,2.2,1.39,1.0,Matches
613,591,Patrick Wimmer,"FW,MF",at Austria,23-029,2001,3,138.0,46.0,51.1,1.5,1,62.0,0,2,38.0,0,2.0,4.0,1.0,3.0,1.96,2.64,2.5,3.2,-0.7,-0.42,0.17,Matches
614,592,Jonas Wind,FW,dk Denmark,25-142,1999,3,183.0,61.0,67.8,2.0,3,61.0,0,0,,0,1.0,2.0,2.0,0.0,0.0,0.0,2.5,1.8,0.7,0.33,0.06,Matches
615,593,Florian Wirtz,FW,de Germany,21-056,2003,3,194.0,65.0,71.9,2.2,3,65.0,0,0,,0,2.33,4.0,1.0,3.0,1.39,-2.16,3.5,1.2,2.3,1.07,0.01,Matches
616,594,Axel Witsel,"DF,MF",be Belgium,35-168,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
617,595,Maximilian Wöber,DF,at Austria,26-145,1998,2,148.0,74.0,54.8,1.6,2,74.0,1,0,,1,1.5,3.0,3.0,0.0,0.0,-1.48,1.5,2.6,-1.1,-0.67,-0.37,Matches
618,596,Granit Xhaka,MF,ch Switzerland,31-275,1992,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.67,5.0,3.0,2.0,0.67,,4.0,3.6,0.5,0.16,,Matches
619,597,Lamine Yamal,FW,es Spain,16-351,2007,3,175.0,58.0,64.8,1.9,2,78.0,0,1,20.0,0,3.0,4.0,0.0,4.0,2.06,1.11,3.8,2.4,1.4,0.74,-0.5,Matches
620,598,Roman Yaremchuk,FW,ua Ukraine,28-214,1995,3,121.0,40.0,44.8,1.3,1,69.0,0,2,26.0,0,1.33,1.0,0.0,1.0,0.74,2.56,1.2,0.8,0.4,0.27,0.36,Matches
621,599,Andriy Yarmolenko,"FW,MF",ua Ukraine,34-249,1989,3,104.0,35.0,38.5,1.2,1,66.0,0,2,19.0,0,1.33,1.0,1.0,0.0,0.0,1.08,1.9,0.8,1.1,0.97,1.47,Matches
622,600,Yusuf Yazıcı,"MF,FW",tr Türkiye,27-151,1997,2,57.0,29.0,21.1,0.6,0,,0,2,29.0,1,1.5,1.0,1.0,0.0,0.0,0.0,1.0,1.5,-0.5,-0.73,-1.03,Matches
624,601,Bertuğ Yıldırım,FW,tr Türkiye,21-352,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
625,602,Kenan Yıldız,FW,tr Türkiye,19-055,2005,3,192.0,64.0,71.1,2.1,2,80.0,0,1,33.0,0,2.0,3.0,2.0,1.0,0.47,1.62,3.1,2.9,0.2,0.1,0.05,Matches
626,603,Okay Yokuşlu,MF,tr Türkiye,30-111,1994,1,28.0,28.0,10.4,0.3,0,,0,1,28.0,2,3.0,1.0,1.0,0.0,0.0,0.0,0.6,1.0,-0.4,-1.31,-1.56,Matches
627,604,İsmail Yüksek,MF,tr Türkiye,25-154,1999,2,95.0,48.0,35.2,1.1,1,62.0,0,1,33.0,1,1.5,1.0,0.0,1.0,0.95,1.46,0.9,1.0,-0.2,-0.17,-0.41,Matches
628,605,Illia Zabarnyi,DF,ua Ukraine,21-301,2002,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,2.0,4.0,-2.0,-0.67,,3.0,2.8,0.2,0.07,,Matches
629,606,Mattia Zaccagni,"DF,FW",it Italy,29-012,1995,2,37.0,19.0,13.7,0.4,0,,0,2,19.0,1,0.5,1.0,0.0,1.0,2.43,2.82,0.2,0.4,-0.2,-0.51,-0.26,Matches
630,607,Warren Zaïre-Emery,MF,fr France,18-112,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
631,608,Denis Zakaria,MF,ch Switzerland,27-221,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
632,609,Nicola Zalewski,DF,pl Poland,22-157,2002,3,247.0,82.0,91.5,2.7,3,82.0,2,0,,0,0.33,2.0,6.0,-4.0,-1.46,-5.37,3.2,5.6,-2.4,-0.88,-3.33,Matches
633,610,Adrian Zeljković,MF,si Slovenia,21-314,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
634,611,Cedric Zesiger,DF,ch Switzerland,26-004,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
635,612,Piotr Zieliński,MF,pl Poland,30-039,1994,3,253.0,84.0,93.7,2.8,3,84.0,1,0,,0,0.33,3.0,5.0,-2.0,-0.71,4.58,2.9,5.7,-2.8,-0.99,-6.3,Matches
636,613,David Zima,DF,cz Czechia,23-233,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
637,614,Oleksandr Zinchenko,DF,ua Ukraine,27-196,1996,3,213.0,71.0,78.9,2.4,2,90.0,2,1,33.0,0,1.33,2.0,4.0,-2.0,-0.85,-0.85,2.7,2.3,0.4,0.19,0.54,Matches
638,615,Joshua Zirkzee,FW,nl Netherlands,23-037,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
639,616,Andrija Živković,DF,rs Serbia,27-353,1996,3,244.0,81.0,90.4,2.7,3,81.0,1,0,,0,0.67,0.0,2.0,-2.0,-0.74,-4.2,1.7,2.4,-0.7,-0.25,-1.05,Matches
640,617,Budu Zivzivadze,MF,ge Georgia,30-110,1994,1,6.0,6.0,2.2,0.1,0,,0,1,6.0,2,0.0,0.0,1.0,-1.0,-15.0,-15.34,0.2,0.9,-0.7,-10.29,-9.19,Matches
641,618,Steven Zuber,"DF,FW",ch Switzerland,32-316,1991,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
642,619,Martín Zubimendi,MF,es Spain,25-147,1999,2,95.0,48.0,35.2,1.1,1,90.0,1,1,5.0,1,3.0,1.0,0.0,1.0,0.95,-1.11,1.5,0.5,1.1,1.0,0.12,Matches
643,620,Oleksandr Zubkov,FW,ua Ukraine,27-330,1996,1,24.0,24.0,8.9,0.3,0,,0,1,24.0,2,3.0,1.0,0.0,1.0,3.75,4.85,0.4,0.2,0.1,0.54,0.51,Matches
644,621,Nino Žugelj,FW,si Slovenia,24-036,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
