,Rk,Player,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
288,278,Jan Mlakar,MF,si Slovenia,25-262,1998,3.3,37,62,59.7,572,139,22,30,73.3,14,23,60.9,1,7,14.3,0,0.0,0.1,0.0,1,1,2,1,6,Matches
289,279,Jakub Moder,MF,pl Poland,25-095,1999,2.0,94,119,79.0,1306,433,55,60,91.7,35,45,77.8,2,7,28.6,0,0.0,0.1,0.0,0,5,1,0,8,Matches
290,280,Luka Modrić,MF,hr Croatia,38-306,1985,2.6,190,221,86.0,2855,812,109,113,96.5,69,80,86.3,7,17,41.2,0,0.6,0.4,-0.6,3,34,3,0,21,Matches
291,281,Vasile Mogos,DF,ro Romania,31-254,1992,0.4,6,6,100.0,79,50,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
292,282,Álvaro Morata,FW,es Spain,31-262,1992,4.2,63,90,70.0,839,147,42,57,73.7,15,21,71.4,2,4,50.0,1,0.5,0.5,0.5,5,5,3,1,5,Matches
293,283,Lewis Morgan,DF,sct Scotland,27-285,1996,0.0,1,2,50.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
294,284,Ernest Muçi,FW,al Albania,23-114,2001,0.2,7,9,77.8,96,14,3,5,60.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
295,285,Mykhailo Mudryk,"FW,MF",ua Ukraine,23-188,2001,1.9,36,52,69.2,623,274,19,24,79.2,10,19,52.6,7,8,87.5,0,0.4,0.9,-0.4,5,1,4,1,7,Matches
296,286,Mert Müldür,"DF,MF",tr Türkiye,25-099,1999,3.8,130,167,77.8,1853,598,75,87,86.2,46,59,78.0,4,12,33.3,0,0.0,0.1,0.0,1,11,4,0,12,Matches
297,287,Thomas Müller,"MF,FW",de Germany,34-302,1989,0.6,20,32,62.5,328,86,10,15,66.7,6,10,60.0,2,4,50.0,1,0.3,0.3,0.7,3,0,2,1,3,Matches
298,288,Jamal Musiala,FW,de Germany,21-136,2003,4.7,148,168,88.1,1790,389,104,116,89.7,32,34,94.1,3,5,60.0,0,0.2,0.6,-0.2,5,11,8,0,22,Matches
299,289,Phillipp Mwene,DF,at Austria,30-164,1994,2.2,91,109,83.5,1422,400,44,45,97.8,42,47,89.4,3,12,25.0,1,0.1,0.4,0.9,2,5,3,2,7,Matches
300,290,Vitaliy Mykolenko,DF,ua Ukraine,25-043,1999,0.6,14,19,73.7,268,98,7,7,100.0,5,6,83.3,2,4,50.0,0,0.1,0.1,-0.1,2,2,2,2,1,Matches
301,291,Joakim Mæhle,"DF,MF",dk Denmark,27-052,1997,3.1,129,157,82.2,1807,530,83,89,93.3,37,48,77.1,6,13,46.2,0,0.4,0.2,-0.4,3,5,3,1,10,Matches
302,292,Nacho,DF,es Spain,34-175,1990,2.8,124,132,93.9,2040,872,59,61,96.7,60,64,93.8,4,5,80.0,0,0.0,0.0,0.0,1,9,0,0,6,Matches
303,293,Ádám Nagy,MF,hu Hungary,29-024,1995,1.8,59,74,79.7,930,381,35,41,85.4,16,20,80.0,6,9,66.7,0,0.0,0.0,0.0,0,4,0,0,8,Matches
304,294,Zsolt Nagy,DF,hu Hungary,31-047,1993,0.2,4,8,50.0,59,32,2,2,100.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
305,295,Jesús Navas,DF,es Spain,38-233,1985,1.7,56,71,78.9,967,137,22,25,88.0,24,28,85.7,6,11,54.5,0,0.2,0.3,-0.2,2,2,1,1,0,Matches
306,296,Dan Ndoye,"MF,DF",ch Switzerland,23-260,2000,4.5,84,108,77.8,1228,198,48,54,88.9,31,39,79.5,2,6,33.3,0,0.1,0.2,-0.1,3,1,3,0,9,Matches
307,297,Pedro Neto,"DF,FW",pt Portugal,24-124,2000,1.3,70,89,78.7,1024,201,46,55,83.6,20,26,76.9,4,8,50.0,0,0.0,0.1,0.0,1,4,3,2,5,Matches
308,298,Manuel Neuer,GK,de Germany,38-106,1986,5.3,123,145,84.8,2900,1815,34,34,100.0,59,61,96.7,30,50,60.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
309,299,João Neves,MF,pt Portugal,19-288,2004,0.9,68,74,91.9,1004,216,42,45,93.3,20,21,95.2,3,3,100.0,0,0.0,0.1,0.0,0,8,0,0,8,Matches
310,300,Rúben Neves,MF,pt Portugal,27-120,1997,1.4,100,117,85.5,1769,534,44,47,93.6,47,54,87.0,9,16,56.3,0,0.1,0.4,-0.1,1,16,1,0,12,Matches
312,301,Florin Niță,GK,ro Romania,37-008,1987,4.0,87,148,58.8,2948,2293,13,14,92.9,28,28,100.0,46,106,43.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
313,302,Matheus Nunes,MF,pt Portugal,25-319,1998,0.2,16,18,88.9,241,32,11,11,100.0,4,4,100.0,1,3,33.3,0,0.0,0.0,0.0,1,1,1,0,1,Matches
314,303,Christian Nørgaard,MF,dk Denmark,30-123,1994,0.4,34,42,81.0,475,124,23,27,85.2,11,12,91.7,0,2,0.0,0,0.0,0.1,0.0,1,5,1,0,3,Matches
315,304,Adam Obert,DF,sk Slovakia,21-323,2002,0.3,22,27,81.5,337,131,10,12,83.3,12,12,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,1,0,5,Matches
316,305,Jan Oblak,GK,si Slovenia,31-186,1993,4.3,79,128,61.7,2772,2182,14,14,100.0,23,23,100.0,42,91,46.2,0,0.0,0.0,0.0,0,4,0,0,0,Matches
317,306,Darius Olaru,MF,ro Romania,26-130,1998,0.3,14,17,82.4,206,64,10,11,90.9,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,3,Matches
318,307,Dani Olmo,"MF,FW",es Spain,26-065,1998,3.8,125,154,81.2,1947,405,67,79,84.8,42,49,85.7,11,15,73.3,2,1.2,1.2,0.8,9,10,8,2,17,Matches
319,308,Amadou Onana,MF,be Belgium,22-330,2001,4.0,216,240,90.0,3428,640,103,111,92.8,96,103,93.2,10,15,66.7,0,0.0,0.1,0.0,1,16,3,0,17,Matches
320,309,Loïs Openda,FW,be Belgium,24-146,2000,0.8,3,7,42.9,50,10,1,4,25.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,1,0,1,0,1,Matches
321,310,Willi Orban,DF,hu Hungary,31-251,1992,3.0,118,138,85.5,2475,948,24,29,82.8,81,84,96.4,12,20,60.0,0,0.1,0.1,-0.1,2,2,1,0,7,Matches
322,311,Mikel Oyarzabal,FW,es Spain,27-081,1997,2.0,55,59,93.2,708,173,32,34,94.1,15,17,88.2,2,2,100.0,1,0.6,0.1,0.4,4,2,1,0,9,Matches
323,312,Salih Özcan,MF,tr Türkiye,26-182,1998,1.7,57,71,80.3,871,182,27,32,84.4,22,26,84.6,4,6,66.7,0,0.0,0.0,0.0,0,5,0,0,3,Matches
324,313,João Palhinha,MF,pt Portugal,29-002,1995,3.3,166,188,88.3,3180,903,75,85,88.2,70,76,92.1,21,25,84.0,0,0.1,0.1,-0.1,1,17,2,0,23,Matches
325,314,Cole Palmer,"MF,FW",eng England,22-066,2002,1.4,53,72,73.6,833,228,27,31,87.1,23,32,71.9,2,6,33.3,1,0.1,0.4,0.9,1,5,7,0,13,Matches
326,315,Mario Pašalić,"FW,MF",hr Croatia,29-153,1995,1.3,34,40,85.0,426,86,22,24,91.7,9,10,90.0,1,2,50.0,0,0.0,0.1,0.0,0,1,1,0,5,Matches
327,316,Strahinja Pavlović,DF,rs Serbia,23-048,2001,3.0,137,180,76.1,1963,553,74,82,90.2,50,62,80.6,5,18,27.8,0,0.1,0.1,-0.1,1,11,2,1,13,Matches
328,317,Pedri,MF,es Spain,21-229,2002,2.1,80,89,89.9,1089,248,51,56,91.1,19,20,95.0,5,6,83.3,1,0.8,0.5,0.2,10,9,2,0,10,Matches
329,318,Peter Pekarík,DF,sk Slovakia,37-255,1986,4.2,107,121,88.4,1611,389,64,68,94.1,38,40,95.0,4,7,57.1,0,0.2,0.2,-0.2,3,9,2,1,10,Matches
330,319,Lorenzo Pellegrini,"FW,MF",it Italy,28-022,1996,2.4,91,107,85.0,1345,243,46,51,90.2,35,40,87.5,4,7,57.1,1,0.5,0.3,0.5,5,9,3,1,8,Matches
331,320,Patrick Pentz,GK,at Austria,27-191,1997,4.0,120,148,81.1,2934,2031,31,31,100.0,55,56,98.2,33,60,55.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
332,321,Pepe,DF,pt Portugal,41-136,1983,4.5,379,405,93.6,6791,2285,145,151,96.0,210,222,94.6,23,29,79.3,0,0.0,0.1,0.0,1,12,0,0,17,Matches
333,322,Danilo Pereira,DF,pt Portugal,32-306,1991,1.0,83,87,95.4,1602,642,21,24,87.5,57,58,98.3,5,5,100.0,0,0.0,0.0,0.0,0,11,0,0,5,Matches
334,323,Ayoze Pérez,FW,es Spain,30-348,1993,0.1,3,3,100.0,47,15,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
335,324,Ivan Perišić,"DF,FW",hr Croatia,35-160,1989,1.5,44,63,69.8,688,254,29,32,90.6,12,19,63.2,3,10,30.0,0,0.4,1.2,-0.4,3,1,6,4,4,Matches
336,325,Bruno Petković,FW,hr Croatia,29-299,1994,1.0,16,20,80.0,230,34,9,11,81.8,3,4,75.0,2,2,100.0,0,0.1,0.1,-0.1,2,1,1,0,4,Matches
338,326,Krzysztof Piątek,FW,pl Poland,29-010,1995,0.7,6,10,60.0,74,1,4,6,66.7,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
339,327,Jordan Pickford,GK,eng England,30-126,1994,6.7,203,265,76.6,5461,3870,48,48,100.0,97,97,100.0,57,119,47.9,0,0.0,0.0,0.0,0,6,1,0,1,Matches
340,328,Jakub Piotrowski,MF,pl Poland,26-281,1997,0.6,16,24,66.7,242,49,9,13,69.2,6,7,85.7,0,0,,0,0.2,0.4,-0.2,1,0,0,0,1,Matches
341,329,Marin Pongračić,DF,hr Croatia,26-304,1997,2.0,113,124,91.1,2226,715,34,40,85.0,66,68,97.1,10,13,76.9,0,0.0,0.0,0.0,0,3,0,0,3,Matches
342,330,Ryan Porteous,DF,sct Scotland,25-108,1999,0.5,19,25,76.0,356,184,5,6,83.3,11,14,78.6,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
343,331,Stefan Posch,DF,at Austria,27-058,1997,4.0,159,215,74.0,2719,1010,70,83,84.3,72,79,91.1,14,36,38.9,1,1.8,1.2,-0.8,7,7,11,5,18,Matches
344,332,Yussuf Poulsen,"FW,MF",dk Denmark,30-026,1994,0.6,12,20,60.0,128,3,7,9,77.8,4,8,50.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,1,Matches
345,333,Alexander Prass,DF,at Austria,23-046,2001,1.8,72,95,75.8,1295,470,34,39,87.2,28,36,77.8,8,14,57.1,1,0.4,0.2,0.6,2,7,4,3,7,Matches
346,334,Lukáš Provod,MF,cz Czechia,27-262,1996,2.6,70,87,80.5,1099,267,35,41,85.4,33,38,86.8,1,2,50.0,0,0.3,0.1,-0.3,2,8,1,0,3,Matches
347,335,George Pușcaș,FW,ro Romania,28-094,1996,0.4,4,13,30.8,45,0,3,6,50.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
348,336,Leopold Querfeld,DF,at Austria,20-204,2003,0.3,7,9,77.8,131,47,2,2,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
349,337,Adrien Rabiot,MF,fr France,29-099,1995,4.1,216,236,91.5,3031,826,138,146,94.5,63,66,95.5,9,14,64.3,0,0.4,0.7,-0.4,9,29,2,1,28,Matches
350,338,Bogdan Racovitan,DF,ro Romania,24-035,2000,0.6,23,25,92.0,397,160,13,13,100.0,8,8,100.0,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
351,339,Predrag Rajković,GK,rs Serbia,28-254,1995,3.0,68,103,66.0,1742,1155,20,20,100.0,31,31,100.0,17,51,33.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
352,340,Anthony Ralston,DF,sct Scotland,25-238,1998,2.9,67,95,70.5,1128,273,37,41,90.2,20,29,69.0,8,12,66.7,0,0.1,0.1,-0.1,2,2,2,2,4,Matches
353,341,Ylber Ramadani,MF,al Albania,28-090,1996,2.9,94,103,91.3,1570,362,43,47,91.5,42,44,95.5,6,9,66.7,0,0.0,0.0,0.0,1,4,0,0,4,Matches
354,342,Gonçalo Ramos,FW,pt Portugal,23-021,2001,0.3,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
355,343,Giacomo Raspadori,FW,it Italy,24-144,2000,0.9,36,49,73.5,629,227,17,17,100.0,11,16,68.8,7,13,53.8,0,0.4,0.4,-0.4,4,4,2,0,9,Matches
356,344,Andrei Ratiu,DF,ro Romania,26-021,1998,4.0,97,117,82.9,1441,567,56,68,82.4,34,38,89.5,6,9,66.7,0,0.0,0.1,0.0,2,5,1,0,8,Matches
357,345,David Raum,DF,de Germany,26-080,1998,1.8,75,99,75.8,1098,370,47,53,88.7,22,29,75.9,4,9,44.4,1,1.1,0.7,-0.1,4,6,3,3,8,Matches
358,346,David Raya,GK,es Spain,28-300,1995,1.0,36,42,85.7,789,519,14,14,100.0,15,15,100.0,7,12,58.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
359,347,Tijjani Reijnders,MF,nl Netherlands,25-348,1998,5.5,246,265,92.8,3916,984,127,133,95.5,98,102,96.1,15,19,78.9,0,0.6,0.8,-0.6,2,28,8,0,32,Matches
360,348,Mateo Retegui,FW,it Italy,25-073,1999,1.7,10,19,52.6,127,16,6,12,50.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
361,349,Declan Rice,MF,eng England,25-179,1999,6.7,453,489,92.6,7537,1809,214,226,94.7,189,200,94.5,35,39,89.7,1,0.1,0.5,0.9,4,46,5,3,36,Matches
362,350,Fabian Rieder,MF,ch Switzerland,22-146,2002,2.4,62,89,69.7,993,359,33,40,82.5,24,36,66.7,4,10,40.0,0,0.3,0.4,-0.3,3,7,2,0,10,Matches
364,351,Andrew Robertson,DF,sct Scotland,30-122,1994,3.0,91,120,75.8,1469,446,44,47,93.6,40,50,80.0,4,14,28.6,0,0.3,0.5,-0.3,4,4,2,1,8,Matches
365,352,Rodri,MF,es Spain,28-019,1996,5.3,379,406,93.3,6562,1552,166,178,93.3,177,183,96.7,29,33,87.9,0,0.2,0.3,-0.2,5,36,2,0,40,Matches
366,353,Ricardo Rodríguez,DF,ch Switzerland,31-321,1992,5.3,214,250,85.6,3443,1081,124,128,96.9,63,75,84.0,22,38,57.9,0,0.2,0.3,-0.2,2,26,4,2,17,Matches
367,354,Taras Romanchuk,MF,pl Poland,32-240,1991,0.6,11,14,78.6,128,12,8,8,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
368,355,Cristiano Ronaldo,FW,pt Portugal,39-157,1985,5.4,86,104,82.7,1084,129,64,72,88.9,16,18,88.9,2,5,40.0,1,1.2,0.5,-0.2,6,4,3,1,5,Matches
369,356,Antonio Rüdiger,DF,de Germany,31-130,1993,5.3,372,409,91.0,6532,2422,166,169,98.2,174,181,96.1,29,51,56.9,0,0.6,1.1,-0.6,4,43,9,3,35,Matches
370,357,Fabián Ruiz Peña,MF,es Spain,28-099,1996,5.0,338,379,89.2,5490,1317,168,182,92.3,136,146,93.2,24,32,75.0,2,0.9,0.7,1.1,9,40,6,0,42,Matches
371,358,Adrian Rus,MF,ro Romania,28-115,1996,0.2,1,6,16.7,15,8,1,4,25.0,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
372,359,Marcel Sabitzer,"FW,MF",at Austria,30-116,1994,4.0,110,170,64.7,1563,433,66,77,85.7,29,50,58.0,9,29,31.0,0,0.8,0.9,-0.8,6,6,1,0,12,Matches
373,360,Bukayo Saka,"FW,DF",eng England,22-310,2001,6.0,201,242,83.1,2860,626,122,130,93.8,64,75,85.3,10,20,50.0,0,0.3,0.6,-0.3,6,10,12,4,22,Matches
374,361,Bartosz Salamon,DF,pl Poland,33-071,1991,0.9,28,33,84.8,430,106,14,15,93.3,13,14,92.9,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
375,362,William Saliba,DF,fr France,23-109,2001,6.3,346,360,96.1,5962,2052,147,154,95.5,170,174,97.7,24,27,88.9,0,0.0,0.1,0.0,1,10,0,0,15,Matches
376,363,Roland Sallai,MF,hu Hungary,27-050,1997,3.0,61,79,77.2,901,259,32,36,88.9,19,28,67.9,5,7,71.4,1,1.0,0.5,0.0,4,5,3,2,5,Matches
377,364,Lazar Samardzic,MF,rs Serbia,22-138,2002,0.6,16,21,76.2,320,52,10,10,100.0,2,5,40.0,4,6,66.7,0,0.0,0.0,0.0,0,1,0,0,1,Matches
378,365,Leroy Sané,FW,de Germany,28-182,1996,2.3,57,68,83.8,674,80,41,47,87.2,11,12,91.7,1,1,100.0,0,0.1,0.2,-0.1,2,0,5,0,7,Matches
379,366,Leo Sauer,FW,sk Slovakia,18-208,2005,0.1,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
380,367,Gianluca Scamacca,FW,it Italy,25-192,1999,2.8,32,51,62.7,449,60,21,27,77.8,8,19,42.1,2,2,100.0,0,0.2,0.1,-0.2,3,1,0,0,3,Matches
381,368,András Schäfer,MF,hu Hungary,25-089,1999,3.0,117,135,86.7,1732,486,64,70,91.4,47,55,85.5,3,6,50.0,0,0.0,0.0,0.0,0,7,1,0,14,Matches
382,369,Fabian Schär,DF,ch Switzerland,32-204,1991,5.3,211,255,82.7,4460,1828,92,97,94.8,82,91,90.1,37,60,61.7,0,0.1,0.1,-0.1,3,20,4,2,12,Matches
383,370,Patrik Schick,FW,cz Czechia,28-169,1996,1.4,21,33,63.6,262,61,14,19,73.7,4,6,66.7,1,2,50.0,0,0.1,0.1,-0.1,2,1,0,0,1,Matches
384,371,Nico Schlotterbeck,DF,de Germany,24-223,1999,1.3,79,87,90.8,1286,649,37,40,92.5,35,36,97.2,5,8,62.5,1,0.4,0.0,0.6,2,8,0,0,1,Matches
385,372,Kasper Schmeichel,GK,dk Denmark,37-249,1986,4.0,90,112,80.4,2476,1765,18,18,100.0,45,45,100.0,26,48,54.2,0,0.0,0.0,0.0,0,2,0,0,0,Matches
386,373,Romano Schmid,"FW,MF",at Austria,24-166,2000,1.6,56,73,76.7,825,169,34,35,97.1,15,23,65.2,4,8,50.0,0,0.7,0.8,-0.7,3,1,3,0,5,Matches
387,374,Jerdy Schouten,MF,nl Netherlands,27-181,1997,5.6,302,328,92.1,4830,1359,144,156,92.3,137,145,94.5,14,16,87.5,0,0.1,0.6,-0.1,3,33,2,1,39,Matches
388,375,Ivan Schranz,FW,sk Slovakia,30-302,1993,3.7,62,86,72.1,809,275,43,49,87.8,12,20,60.0,3,7,42.9,0,0.3,0.3,-0.3,3,6,2,0,6,Matches
390,376,Taulant Seferi,FW,al Albania,27-239,1996,1.0,17,26,65.4,227,68,8,14,57.1,8,10,80.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,0,0,3,Matches
391,377,Nicolas Seiwald,MF,at Austria,23-068,2001,4.0,205,235,87.2,3411,1082,95,103,92.2,94,103,91.3,13,20,65.0,0,0.6,0.6,-0.6,7,27,3,0,23,Matches
392,378,Nélson Semedo,DF,pt Portugal,30-238,1993,1.1,50,56,89.3,698,120,32,33,97.0,17,20,85.0,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,4,Matches
393,379,Benjamin Šeško,FW,si Slovenia,21-041,2003,4.0,43,71,60.6,566,116,25,39,64.1,16,20,80.0,0,1,0.0,0,0.1,0.0,-0.1,2,9,0,0,7,Matches
394,380,Petr Ševčík,MF,cz Czechia,30-068,1994,0.2,20,26,76.9,281,47,12,14,85.7,7,9,77.8,0,1,0.0,0,0.0,0.1,0.0,0,5,0,0,3,Matches
395,381,Stephan El Shaarawy,FW,it Italy,31-258,1992,0.5,8,10,80.0,86,0,5,6,83.3,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
396,382,Lawrence Shankland,FW,sct Scotland,28-336,1995,0.3,5,11,45.5,110,45,2,6,33.3,2,2,100.0,1,1,100.0,0,0.0,0.1,0.0,1,0,2,1,2,Matches
397,383,Mykola Shaparenko,MF,ua Ukraine,25-281,1998,2.4,111,129,86.0,1991,496,44,48,91.7,58,63,92.1,8,13,61.5,1,0.2,0.4,0.8,2,15,2,0,18,Matches
398,384,Xherdan Shaqiri,"MF,FW",ch Switzerland,32-275,1991,0.8,26,38,68.4,401,111,15,18,83.3,10,11,90.9,1,8,12.5,0,0.0,0.0,0.0,1,0,0,0,3,Matches
399,385,Luke Shaw,DF,eng England,28-365,1995,1.0,58,66,87.9,981,190,29,30,96.7,23,26,88.5,5,8,62.5,0,0.1,0.0,-0.1,1,5,1,1,5,Matches
400,386,Vincent Sierro,MF,ch Switzerland,28-277,1995,0.4,15,25,60.0,182,39,9,12,75.0,4,9,44.4,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
401,387,António Silva,DF,pt Portugal,20-255,2003,0.8,59,66,89.4,970,318,26,28,92.9,33,38,86.8,0,0,,0,0.1,0.1,-0.1,1,14,0,0,10,Matches
402,388,Bernardo Silva,"FW,MF",pt Portugal,29-336,1994,4.7,239,267,89.5,3439,695,160,170,94.1,67,73,91.8,10,17,58.8,0,0.6,0.7,-0.6,10,9,7,1,28,Matches
403,389,Unai Simón,GK,es Spain,27-030,1997,5.3,155,204,76.0,4117,3142,28,28,100.0,78,80,97.5,48,93,51.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
404,390,Xavi Simons,"MF,FW",nl Netherlands,21-081,2003,5.0,152,184,82.6,2248,510,84,97,86.6,52,59,88.1,7,12,58.3,3,1.0,0.4,2.0,12,18,7,0,28,Matches
405,391,Michał Skóraś,DF,pl Poland,24-147,2000,0.3,6,9,66.7,98,45,2,4,50.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
406,392,Łukasz Skorupski,GK,pl Poland,33-067,1991,1.0,24,29,82.8,578,463,9,9,100.0,9,9,100.0,6,11,54.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
407,393,Andreas Skov Olsen,"MF,FW",dk Denmark,24-195,1999,1.4,30,38,78.9,444,80,16,19,84.2,11,12,91.7,2,4,50.0,0,0.4,0.2,-0.4,1,1,0,0,3,Matches
408,394,Milan Škriniar,DF,sk Slovakia,29-151,1995,4.3,257,282,91.1,4543,1583,111,113,98.2,123,130,94.6,16,30,53.3,0,0.1,0.1,-0.1,2,13,0,0,21,Matches
409,395,Bartosz Slisz,MF,pl Poland,25-104,1999,1.2,35,43,81.4,490,113,19,24,79.2,16,18,88.9,0,1,0.0,0,0.1,0.0,-0.1,2,6,0,0,5,Matches
410,396,Yann Sommer,GK,ch Switzerland,35-207,1988,5.3,138,167,82.6,2997,1816,35,35,100.0,76,76,100.0,27,55,49.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
411,397,Deian Sorescu,"MF,DF",ro Romania,26-317,1997,0.4,12,16,75.0,162,74,8,8,100.0,4,8,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
412,398,Borna Sosa,DF,hr Croatia,26-172,1998,0.1,1,2,50.0,8,6,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
413,399,Tomáš Souček,MF,cz Czechia,29-135,1995,3.0,74,94,78.7,1257,299,41,50,82.0,25,33,75.8,8,11,72.7,0,1.0,0.4,-1.0,6,12,1,0,11,Matches
414,400,Andraž Šporar,FW,si Slovenia,30-135,1994,3.8,46,69,66.7,650,97,27,36,75.0,16,23,69.6,2,3,66.7,0,0.8,0.2,-0.8,8,5,1,1,3,Matches
416,401,Nicolae Stanciu,"MF,FW",ro Romania,31-065,1993,3.9,83,113,73.5,1416,405,46,54,85.2,26,32,81.3,9,19,47.4,0,0.3,0.4,-0.3,5,9,4,3,10,Matches
417,402,Jindřich Staněk,GK,cz Czechia,28-075,1996,2.6,48,75,64.0,1547,1240,13,13,100.0,14,14,100.0,21,48,43.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
418,403,Josip Stanišić,DF,hr Croatia,24-100,2000,2.0,109,133,82.0,1621,334,61,66,92.4,39,45,86.7,6,14,42.9,0,0.0,0.1,0.0,1,4,2,1,8,Matches
419,404,Renato Steffen,DF,ch Switzerland,32-251,1991,0.0,2,2,100.0,31,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
420,405,Taras Stepanenko,MF,ua Ukraine,34-338,1989,0.9,63,74,85.1,991,189,31,35,88.6,29,35,82.9,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,5,Matches
421,406,Leonidas Stergiou,DF,ch Switzerland,22-130,2002,0.5,6,11,54.5,99,62,2,3,66.7,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
422,407,Petar Stojanović,MF,si Slovenia,28-278,1995,3.5,78,107,72.9,1318,341,41,50,82.0,28,35,80.0,8,15,53.3,0,0.2,0.2,-0.2,3,7,2,1,11,Matches
423,408,John Stones,DF,eng England,30-044,1994,6.7,495,523,94.6,9112,2630,193,200,96.5,244,249,98.0,51,64,79.7,0,0.0,0.1,0.0,1,28,0,0,18,Matches
424,409,Thomas Strakosha,GK,al Albania,29-114,1995,3.0,65,93,69.9,2217,1760,11,11,100.0,25,26,96.2,29,55,52.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
425,410,Dávid Strelec,FW,sk Slovakia,23-098,2001,2.0,27,42,64.3,302,61,16,25,64.0,7,11,63.6,0,0,,1,0.8,0.7,0.2,3,2,1,0,2,Matches
426,411,Callum Styles,MF,hu Hungary,24-105,2000,0.7,21,27,77.8,379,193,9,9,100.0,9,11,81.8,2,5,40.0,0,0.0,0.0,0.0,1,1,0,0,2,Matches
427,412,Luka Sučić,"FW,MF",hr Croatia,21-307,2002,1.6,77,84,91.7,1257,238,39,41,95.1,32,35,91.4,5,5,100.0,0,0.4,0.2,-0.4,3,7,3,1,7,Matches
428,413,Heorhiy Sudakov,MF,ua Ukraine,21-314,2002,2.9,100,120,83.3,1833,549,45,50,90.0,43,51,84.3,11,15,73.3,0,0.2,0.2,-0.2,4,12,3,0,15,Matches
429,414,Pavel Šulc,MF,cz Czechia,23-195,2000,0.9,12,16,75.0,136,30,6,6,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
430,415,Tomáš Suslov,"FW,MF",sk Slovakia,22-034,2002,1.4,38,54,70.4,621,153,21,26,80.8,11,11,100.0,4,9,44.4,0,0.1,0.3,-0.1,3,3,4,3,6,Matches
431,416,Josip Šutalo,DF,hr Croatia,24-134,2000,3.0,191,199,96.0,3221,938,82,85,96.5,97,101,96.0,11,12,91.7,0,0.0,0.0,0.0,0,7,0,0,10,Matches
432,417,Oleksandr Svatok,DF,ua Ukraine,29-288,1994,0.9,24,25,96.0,356,116,15,16,93.8,9,9,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,Matches
