,Player,Position,90s,TCmp,LFTP,LPrgP,Def_3rd,Mid_3rd,Att_3rd,Live,TOSucc,CaPrgC,PrgR,TOAtt,BTklInt,PTTB
132,Dani García,central midfield,16.5,0.024427807486631016,0.024588744588744587,0.02011019283746556,0.027384960718294053,0.03094777562862669,0.014545454545454544,0.024676780509677903,0.00909090909090909,0.009486166007905137,0.00909090909090909,0.0048484848484848485,0.034255599472990776,0.015584415584415583
133,Aleix Garrido,central midfield,0.1,0.014117647058823528,0.0,0.0,0.09876543209876543,0.0,0.05538461538461538,0.03325610940886332,0.0,0.0,0.0,0.4,0.17391304347826086,0.0
134,Gavi,central midfield,28.1,0.025773498011304165,0.0199288256227758,0.02167583306373342,0.013004701023680856,0.025862908198033507,0.0379742677251574,0.025216878130434585,0.07206405693950177,0.04548971066068389,0.10209074733096084,0.0896797153024911,0.020114497911186753,0.024402643619725464
135,Dennis Geiger,central midfield,21.7,0.022672811059907833,0.019486504279131008,0.020737327188940093,0.024805143084712978,0.02596893252839914,0.017185395249911375,0.022073047380958697,0.03110599078341014,0.025245441795231416,0.019009216589861752,0.029493087557603687,0.027649769585253458,0.007899934167215272
136,Yannick Gerhardt,central midfield,20.7,0.01715260017050298,0.017391304347826087,0.01800614844093105,0.019204389574759943,0.01960266067574116,0.02265328874024526,0.019126189091389585,0.014492753623188404,0.015122873345935728,0.07971014492753624,0.030917874396135265,0.015122873345935728,0.008281573498964802
137,Gerson,central midfield,4.6,0.02301790281329923,0.018633540372670808,0.020750988142292492,0.016639828234031134,0.02239989427778512,0.041337792642140464,0.024892530941016303,0.03260869565217391,0.05103969754253308,0.11820652173913043,0.06086956521739131,0.01512287334593573,0.0
138,Billy Gilmour,central midfield,5.6,0.045882352941176464,0.030612244897959186,0.028409090909090908,0.04938271604938271,0.044941380807642206,0.023406593406593405,0.038628866089444526,0.026785714285714284,0.023291925465838508,0.013392857142857142,0.04285714285714286,0.017080745341614908,0.03061224489795918
139,Gvidas Gineitis,central midfield,1.5,0.03529411764705882,0.022857142857142857,0.01818181818181818,0.014814814814814815,0.04498480243161094,0.02338461538461538,0.032269636051117254,0.049999999999999996,0.05217391304347826,0.08750000000000001,0.08,0.017391304347826087,0.0
140,André Gomes,central midfield,18.1,0.045979850503737395,0.0457774269928966,0.04018081366147664,0.03560466543891958,0.050882466540160196,0.027539311517212065,0.04015052265498907,0.12016574585635358,0.03747297621907278,0.03418508287292817,0.09281767955801104,0.022099447513812154,0.014206787687450668
141,Joan Gonzàlez,central midfield,24.4,0.01729990356798457,0.01686182669789227,0.013226527570789867,0.022869864399919046,0.02130150979122029,0.02262295081967213,0.020561329313278802,0.055327868852459015,0.01924447612259444,0.051485655737704916,0.08032786885245902,0.022808267997148968,0.01053864168618267
142,Nicolás González,central midfield,15.0,0.01792941176470588,0.01561904761904762,0.021212121212121213,0.01168724279835391,0.02316109422492401,0.04578461538461538,0.025331440101636647,0.125,0.06434782608695652,0.13999999999999999,0.19466666666666665,0.01217391304347826,0.005714285714285713
143,Nicolás González,central midfield,15.0,0.01792941176470588,0.01561904761904762,0.021212121212121213,0.01168724279835391,0.02316109422492401,0.04578461538461538,0.025331440101636647,0.125,0.06434782608695652,0.13999999999999999,0.19466666666666665,0.01217391304347826,0.011428571428571427
144,Nicolás González,central midfield,15.0,0.01792941176470588,0.01561904761904762,0.021212121212121213,0.01168724279835391,0.02316109422492401,0.04578461538461538,0.025331440101636647,0.125,0.06434782608695652,0.13999999999999999,0.19466666666666665,0.02666666666666667,0.005714285714285713
145,Nicolás González,central midfield,15.0,0.01792941176470588,0.01561904761904762,0.021212121212121213,0.01168724279835391,0.02316109422492401,0.04578461538461538,0.025331440101636647,0.125,0.06434782608695652,0.13999999999999999,0.19466666666666665,0.02666666666666667,0.011428571428571427
146,Nicolás González,central midfield,15.0,0.01792941176470588,0.01561904761904762,0.021212121212121213,0.026995884773662552,0.033738601823708206,0.02572307692307692,0.029014273970555265,0.13999999999999999,0.03652173913043478,0.021249999999999998,0.10400000000000001,0.01217391304347826,0.005714285714285713
147,Nicolás González,central midfield,15.0,0.01792941176470588,0.01561904761904762,0.021212121212121213,0.026995884773662552,0.033738601823708206,0.02572307692307692,0.029014273970555265,0.13999999999999999,0.03652173913043478,0.021249999999999998,0.10400000000000001,0.01217391304347826,0.011428571428571427
148,Nicolás González,central midfield,15.0,0.01792941176470588,0.01561904761904762,0.021212121212121213,0.026995884773662552,0.033738601823708206,0.02572307692307692,0.029014273970555265,0.13999999999999999,0.03652173913043478,0.021249999999999998,0.10400000000000001,0.02666666666666667,0.005714285714285713
149,Nicolás González,central midfield,15.0,0.01792941176470588,0.01561904761904762,0.021212121212121213,0.026995884773662552,0.033738601823708206,0.02572307692307692,0.029014273970555265,0.13999999999999999,0.03652173913043478,0.021249999999999998,0.10400000000000001,0.02666666666666667,0.011428571428571427
150,Nicolás González,central midfield,15.0,0.03181176470588235,0.03504761904761905,0.024545454545454547,0.01168724279835391,0.02316109422492401,0.04578461538461538,0.025331440101636647,0.125,0.06434782608695652,0.13999999999999999,0.19466666666666665,0.01217391304347826,0.005714285714285713
151,Nicolás González,central midfield,15.0,0.03181176470588235,0.03504761904761905,0.024545454545454547,0.01168724279835391,0.02316109422492401,0.04578461538461538,0.025331440101636647,0.125,0.06434782608695652,0.13999999999999999,0.19466666666666665,0.01217391304347826,0.011428571428571427
152,Nicolás González,central midfield,15.0,0.03181176470588235,0.03504761904761905,0.024545454545454547,0.01168724279835391,0.02316109422492401,0.04578461538461538,0.025331440101636647,0.125,0.06434782608695652,0.13999999999999999,0.19466666666666665,0.02666666666666667,0.005714285714285713
153,Nicolás González,central midfield,15.0,0.03181176470588235,0.03504761904761905,0.024545454545454547,0.01168724279835391,0.02316109422492401,0.04578461538461538,0.025331440101636647,0.125,0.06434782608695652,0.13999999999999999,0.19466666666666665,0.02666666666666667,0.011428571428571427
154,Nicolás González,central midfield,15.0,0.03181176470588235,0.03504761904761905,0.024545454545454547,0.026995884773662552,0.033738601823708206,0.02572307692307692,0.029014273970555265,0.13999999999999999,0.03652173913043478,0.021249999999999998,0.10400000000000001,0.01217391304347826,0.005714285714285713
155,Nicolás González,central midfield,15.0,0.03181176470588235,0.03504761904761905,0.024545454545454547,0.026995884773662552,0.033738601823708206,0.02572307692307692,0.029014273970555265,0.13999999999999999,0.03652173913043478,0.021249999999999998,0.10400000000000001,0.01217391304347826,0.011428571428571427
